pIC50,MDEC-23,LipoaffinityIndex,C1SP2,maxHsOH,minsssN,maxssO,minHsOH,minsOH,nHBAcc,MLFER_A,nC,SHsOH,ATSc3,VC-5,minHBint5,MLogP,TopoPSA,MDEO-12,minssO,SHBint10
7.495,0.58296479,0.67562472,0.05,0.452755669,0.693478044,0,0.172743166,0.87022273,0.060606061,0.242973287,0.306818182,0.203759999,0.415942058,0.467778533,0.117778264,0.717948718,0.078495838,0,0,0.06223726
7.481,0.58296479,0.659470659,0.05,0.472625507,0.69150796,0,0.311151959,0.866718644,0.060606061,0.224390244,0.306818182,0.202367222,0.404883417,0.447663364,0.532313793,0.717948718,0.075852261,0,0,0.064509154
6.959,0.401691143,0.572471177,0,0.665732383,0.777342584,0,0.779991411,0.807981855,0.106060606,0.186643438,0.204545455,0.206844506,0.932033346,0.036449236,0.093941509,0.41025641,0.064391182,0,0,0.012930302
6.62,0.401691143,0.574279715,0,0.670202191,0.747302746,0,0.784294222,0.806563911,0.106060606,0.186643438,0.204545455,0.208233285,0.923866319,0.036449236,0.093941509,0.41025641,0.064391182,0,0,0.012930302
7.097,0.401691143,0.537302739,0,0.667393003,0.831220462,0,0.781589989,0.80676464,0.090909091,0.186643438,0.193181818,0.207360464,0.839759091,0.015097768,0.093941509,0.384615385,0.082846028,0,0,0.012930302
5.642,0.463722518,0.470970034,0,0,0,0.958085623,0.139131623,0,0.045454545,0.141114983,0.159090909,0,0.418728203,0.165049666,0.265515898,0.358974359,0.050646254,0.142655011,0.831950671,0.012930302
6.301,0.545126316,0.653645092,0,0,0.776304597,0.87273202,0.139131623,0,0.015151515,0.099767712,0.215909091,0,0.352623383,0.062945877,0.093941509,0.615384615,0,0,0.87283205,0.012930302
8.155,0.516155064,0.539589008,0,0.635310899,0,0,0.750706512,0.818744756,0,0.162833914,0.170454545,0.197392485,0.399061229,0.062945877,0.093941509,0.538461538,0.006491822,0,0,0.012930302
9.481,0.391872396,0.431986989,0,0.668999825,0,0,0.783136778,0.802114714,0,0.225900116,0.125,0.415719415,0.386604593,0.060885884,0.093941509,0.41025641,0.023415736,0,0,0.012930302
4.699,0.351575229,0.106673509,0,0.647069155,0,0.821432154,0.596411335,0.794778812,0.106060606,0.275609756,0.159090909,1,0.14209671,0.138796354,0.287174367,0.282051282,0.135115238,1,0.784509502,0.201293652
5.886,0.339787479,0.272620332,0.05,0.730685669,0,0.785984623,0.760253316,0.788414856,0.015151515,0.263995354,0.090909091,0.652946962,0.401946486,0.055645489,0.093941509,0.256410256,0.062341574,0.246114841,0.78607471,0.012930302
5.201,0.35706235,0.306249988,0.05,0.730685669,0,0.797752878,0.837628504,0.788064096,0.015151515,0.249477352,0.090909091,0.452473142,0.380609632,0.047620929,0.093941509,0.282051282,0.04541766,0.176175656,0.797844313,0.012930302
5.569,0.270839175,0.247399186,0,0.688118706,0,0,0.712754724,0.806093529,0.03030303,0.191869919,0.090909091,0.594161923,0.444184269,0.083276617,0.58709327,0.256410256,0.068900322,0,0,0.012930302
5.959,0.339399236,0.2630524,0,0.702595819,0,0,0.815477583,0.799571597,0.03030303,0.225900116,0.079545455,0.436596112,0.409585139,0.067919141,0.665785125,0.256410256,0.051976409,0,0,0.012930302
7.301,0.43856448,0.476639065,0.05,0.587970508,0.927894611,0,0.705134817,0.834915221,0.015151515,0.162833914,0.136363636,0.182683722,0.376854652,0.10232474,0.093941509,0.41025641,0.032827205,0,0,0.012930302
7.275,0.502802843,0.580358497,0,0.558061255,0.947521951,0,0.676343011,0.840858718,0.015151515,0.162833914,0.170454545,0.173390851,0.38571761,0.083100623,0.093941509,0.512820513,0.009202326,0,0,0.012930302
8.174,0.502802843,0.555314958,0,0.578166514,0.911389071,0,0.695697113,0.838157957,0.015151515,0.162833914,0.170454545,0.179637599,0.376088288,0.083100623,0.093941509,0.512820513,0.009202326,0,0,0.012930302
7.697,0.525620531,0.51100478,0,0.635433699,0.881733342,0,0.684813207,0.817403147,0.015151515,0.225900116,0.170454545,0.373555339,0.39588809,0.065834101,0.185340514,0.487179487,0.026126239,0,0,0.099876918
7.526,0.495937439,0.55398748,0,0.561156411,0.953101532,0,0.679322528,0.839914287,0.015151515,0.162833914,0.159090909,0.174352523,0.386356017,0.100999653,0.093941509,0.487179487,0.009202326,0,0,0.012930302
6.783,0.405965844,0.475841775,0.05,0.629636496,0.32332201,0,0.745244112,0.821062083,0.03030303,0.162833914,0.113636364,0.195629435,0.195451907,0.091278193,0.093941509,0.256410256,0.023482662,0,0,0.012930302
6.911,0.409005827,0.438032108,0.05,0.685545965,0.26891229,0,0.756310687,0.800116086,0.03030303,0.225900116,0.113636364,0.412201923,0.183343905,0.094450991,0.125468806,0.256410256,0.040406575,0,0,0.301438133
7.271,0.405965844,0.434198905,0.05,0.6864561,0.286493324,0,0.755005232,0.800985638,0.03030303,0.225900116,0.113636364,0.412063354,0.18783993,0.091278193,0.093941509,0.256410256,0.040406575,0,0,0.106296582
6.629,0.373239255,0.473444049,0.05,0.639776458,0.312957464,0,0.755005232,0.817301537,0.03030303,0.162833914,0.113636364,0.198779943,0.198296014,0.091278193,0.093941509,0.282051282,0.023482662,0,0,0.012930302
7.532,0.618628871,0.619860827,0,0.524032606,0.639826892,0.890809428,0.643585715,0.858597395,0.060606061,0.162833914,0.261363636,0.162818076,0.446332876,0.148938143,0.093941509,0.58974359,0.055205588,0.098542879,0.89091153,0.036205892
7.513,0.495937439,0.533103234,0,0.58647077,0.896999627,0,0.703691111,0.83652422,0.015151515,0.162833914,0.159090909,0.18221775,0.394038503,0.086034384,0.093941509,0.487179487,0.009202326,0,0,0.012930302
6.415,0.318028638,0.408084306,0.1,0.641276196,0.343852448,0,0.756448938,0.815692538,0.03030303,0.162833914,0.090909091,0.199245915,0.183999892,0.107568549,0.093941509,0.205128205,0.047107542,0,0,0.012930302
7.37,0.346434004,0.495220982,0,0.601837099,0.910542634,0,0.718483335,0.825276443,0.015151515,0.162833914,0.125,0.186992102,0.386364474,0.126162599,0.093941509,0.41025641,0.009202326,0,0,0.012930302
7.354,0.464122207,0.509413379,0,0.577587751,0.647205153,0.881260772,0.695139973,0.841824887,0.060606061,0.162833914,0.193181818,0.179457776,0.633596278,0.075761654,0.093941509,0.461538462,0.041636341,0.189301831,0.788789302,0.038309623
4.481,0.297630815,0.276971007,0,0.732087908,0,0.812989671,0.776401922,0.788297078,0.015151515,0.288966318,0.079545455,0.659266049,0.234609536,0.036434902,0.093941509,0.230769231,0.058401305,0.176175656,0.813082853,0.012930302
5.066,0.262195579,0.362500239,0,0.695442716,0,0.883599199,0.79363339,0.799035503,0.015151515,0.225900116,0.102272727,0.427323175,0.264316092,0.091416812,0.093941509,0.307692308,0.041477392,0.106991258,0.883700474,0.012930302
7.77,0.579619249,0.611892523,0,0.606813822,0.769563349,0.870156211,0.723274122,0.830493092,0.015151515,0.162833914,0.215909091,0.188538381,0.342235541,0.062945877,0.093941509,0.58974359,0.016923913,0.028307226,0.870255945,0.039257841
6.745,0.319790539,0.368856781,0,0.628466974,0,0.898701582,0.727186724,0.829277592,0.015151515,0.213124274,0.113636364,0.385067278,0.251125425,0.107216549,0.093941509,0.307692308,0.041477392,0.106991258,0.898804588,0.012930302
5.553,0.280093716,0.296856835,0,0.713765312,0,0.843958762,0.753364481,0.793914149,0.015151515,0.288966318,0.090909091,0.638702005,0.227882986,0.050962736,0.093941509,0.256410256,0.058401305,0.176175656,0.844055494,0.012930302
5.921,0.326475609,0.313207678,0,0.699288199,0,0.866153278,0.735726439,0.798789155,0.015151515,0.288966318,0.102272727,0.622818193,0.229245877,0.045751319,0.093941509,0.282051282,0.058401305,0.176175656,0.866252553,0.012930302
5.222,0.244293104,0.320791362,0,0.669763863,0,0.880594987,0.715745613,0.816598395,0.015151515,0.276190476,0.102272727,0.586455421,0.198919431,0.149205141,0.093941509,0.256410256,0.058401305,0.176175656,0.880695918,0.012930302
7.252,0.491020698,0.712777417,0,0.516765641,0.909648489,0.911705613,0.636590254,0.861457486,0.03030303,0.162833914,0.261363636,0.160560214,0.31052093,0.227338277,0.093941509,0.666666667,0.019634417,0.028307226,0.911810109,0.036421536
5.222,0.393063042,0.330180615,0,0.685512782,0,0.884548918,0.767357908,0.811120459,0.015151515,0.225900116,0.102272727,0.415757224,0.269254903,0.055328732,0.093941509,0.307692308,0.041477392,0.106991258,0.884650302,0.012930302
6.678,0.429064818,0.424836193,0,0.591407926,0,0,0.708443809,0.823841778,0.015151515,0.162833914,0.125,0.183751735,0.366295467,0.317578562,0.093941509,0.41025641,0.020772159,0,0,0.066679759
4.796,0.306223202,0.313264243,0,0.732087908,0,0.824757926,0.839708273,0.787946319,0.015151515,0.225900116,0.079545455,0.453580089,0.275106087,0.02806562,0.093941509,0.256410256,0.041477392,0.106991258,0.824852456,0.012930302
6.495,0.270305075,0.351231094,0,0.64678957,0,0.876507067,0.741122954,0.823080695,0.015151515,0.213124274,0.102272727,0.395258219,0.249761517,0.112427966,0.093941509,0.282051282,0.041477392,0.106991258,0.876607529,0.012930302
6.545,0.531253444,0.540069935,0,0.591316415,0.85561054,0,0.708355717,0.8353995,0.015151515,0.162833914,0.159090909,0.183723302,0.381884104,0.086034384,0.093941509,0.461538462,0.009202326,0,0,0.071554506
5.564,0.296592355,0.284614217,0.05,0.709587351,0,0.830501288,0.728896798,0.809815679,0.015151515,0.177351916,0.102272727,0.410823501,0.514007251,0.068770773,0.093941509,0.256410256,0.064131844,0.502536014,0.749885669,0.03945856
5.81,0.308545025,0.224577372,0,0.704115916,0,0.826826289,0.766350416,0.8127701,0.03030303,0.254239257,0.102272727,0.630741781,0.250384589,0.073362448,0.330953678,0.230769231,0.093236291,0.50329619,0.826921057,0.012930302
5.435,0.291826239,0.269344512,0,0.688942092,0,0.863136109,0.737316604,0.812883439,0.015151515,0.177351916,0.090909091,0.407126558,0.359354113,0.116058205,0.026528547,0.256410256,0.06904254,0.212304197,0.863235038,0.012930302
7.721,0.621312703,0.508680155,0,0.604838564,0,0,0.650674284,0.828910093,0,0.225900116,0.193181818,0.353030652,0.377536988,0.211488807,0.093941509,0.564102564,0.023415736,0,0,0.096316992
5.902,0.338331723,0.273842404,0,0.733931017,0,0.821829942,0.782130353,0.787929599,0.015151515,0.263995354,0.090909091,0.656160916,0.386226288,0.044050969,0.093941509,0.256410256,0.062341574,0.255784663,0.821924137,0.211364213
7.237,0.580445424,0.542117363,0,0.566745934,0,0,0.684703219,0.843072436,0,0.162833914,0.181818182,0.1760892,0.389424475,0.178257657,0.093941509,0.564102564,0.006491822,0,0,0.012930302
7.62,0.581228168,0.543003954,0,0.563969796,0,0,0.682030802,0.846273044,0,0.162833914,0.181818182,0.175226648,0.391037711,0.178257657,0.093941509,0.564102564,0.006491822,0,0,0.012930302
7.553,0.296592355,0.246556112,0.05,0.719132966,0,0.809442305,0.760253316,0.80568701,0.015151515,0.240418118,0.090909091,0.646910509,0.517990989,0.068770773,0.093941509,0.230769231,0.07333417,0.486287481,0.809535081,0.113662322
5.9,0.256844028,0.240390541,0,0.697709793,0,0.84033674,0.758737106,0.813993373,0.015151515,0.254239257,0.090909091,0.61833252,0.238542293,0.102485106,0.336241175,0.205128205,0.07333417,0.50329619,0.840433057,0.012930302
5.53,0.290904517,0.247160284,0,0.709979147,0,0.828299322,0.773318532,0.809436133,0.015151515,0.240418118,0.090909091,0.642099409,0.259546432,0.064954653,0.33360717,0.230769231,0.07333417,0.50329619,0.828394259,0.012930302
6.26,0.30208728,0.407274635,0,0.667136632,0,0,0.622290503,0.79808568,0.015151515,0.2029036,0.102272727,0.363225622,0.393240216,0.059009299,0.093941509,0.358974359,0.023415736,0,0,0.095328688
7.509,0.616569781,0.496957105,0,0.554815977,0,0,0.64431979,0.849962961,0,0.225900116,0.181818182,0.335437543,0.381321143,0.178257657,0.093941509,0.538461538,0.023415736,0,0,0.012930302
7.167,0.29353086,0.247946641,0,0.717730727,0,0.830432467,0.773318532,0.80568701,0.015151515,0.240418118,0.090909091,0.648283339,0.247382507,0.064954653,0.332591537,0.230769231,0.07333417,0.505870948,0.830527648,0.113187337
9.066,0.776012554,0.544192209,0.05,0.606622532,0.691546713,0,0.662731099,0.832561562,0.060606061,0.225900116,0.284090909,0.357476404,0.389928764,0.177879342,0.093941509,0.641025641,0.081022295,0,0,0.097549469
8.577,0.742177563,0.489331117,0.1,0.611053074,0.657265977,0,0.667460707,0.8314343,0.060606061,0.225900116,0.261363636,0.360379516,0.271459312,0.174870529,0.093941509,0.564102564,0.092014891,0.110522659,0,0.098115534
9.337,0.8080529,0.547430917,0.05,0.603897814,0.7030683,0,0.659839331,0.833532157,0.060606061,0.225900116,0.284090909,0.355696478,0.394148141,0.177879342,0.093941509,0.615384615,0.081022295,0,0,0.097230652
9.108,0.809166641,0.548135313,0.05,0.604139886,0.699815317,0,0.66010818,0.833445633,0.060606061,0.225900116,0.284090909,0.355858465,0.388972326,0.177879342,0.093941509,0.615384615,0.081022295,0,0,0.097259652
8.857,0.8080529,0.502959034,0.05,0.622810113,0.655793175,0,0.662731099,0.826907336,0.060606061,0.288966318,0.284090909,0.550984867,0.392814141,0.177879342,0.168629503,0.615384615,0.097946208,0,0,0.09755698
8.516,0.805159485,0.501246643,0.05,0.606622532,0.640658865,0,0.662731099,0.832640264,0.060606061,0.240418118,0.284090909,0.529748124,0.393251837,0.18908453,0.093941509,0.615384615,0.097946208,0,0,0.097557818
8.764,0.805159485,0.546095421,0.05,0.603618531,0.708735045,0,0.659526924,0.833632036,0.060606061,0.225900116,0.284090909,0.355508872,0.39474739,0.208402914,0.093941509,0.615384615,0.081022295,0,0,0.097197066
7.84,0.764304484,0.51319672,0.15,0.607952063,0.681389458,0,0.664142142,0.832368287,0.075757576,0.225900116,0.272727273,0.358344922,0.408720187,0.177879342,0.093941509,0.58974359,0.091805747,0,0,0.097734313
8.668,0.809166641,0.486189223,0.05,0.606519482,0.637797905,0,0.662617392,0.833008157,0.060606061,0.225900116,0.284090909,0.357407686,0.376991786,0.177879342,0.093941509,0.564102564,0.117112143,0,0,0.097580296
8.446,0.805159485,0.479944888,0.05,0.606486255,0.597592104,0,0.662578659,0.833106058,0.060606061,0.225900116,0.284090909,0.357384861,0.401957487,0.196396113,0.093941509,0.564102564,0.117112143,0,0,0.097585545
7.409,0.61663068,0.647134912,0,0,0.905228361,0.953866823,0.139131623,0,0.03030303,0.099767712,0.238636364,0,0.327843917,0.08476743,0.093941509,0.615384615,0.015443176,0,0.809836218,0.012930302
7.886,0.61663068,0.680126884,0,0,0.913846638,0.903296945,0.139131623,0,0.015151515,0.099767712,0.238636364,0,0.333443733,0.138365316,0.093941509,0.615384615,0.028886937,0,0.821613469,0.012930302
7.678,0.295372623,0.346074017,0,0.715619562,0,0.782478479,0.718581143,0.795385865,0,0.213124274,0.090909091,0.409368232,0.322764404,0.121977806,0.330265018,0.256410256,0.04212992,0.197515584,0.782568164,0.107334822
6.475,0.290218142,0.358889835,0,0.752264755,0,0.774994282,0.724225317,0.787888385,0,0.213124274,0.090909091,0.422575692,0.268052004,0.131488506,0.32802865,0.230769231,0.04212992,0.197515584,0.775083109,0.109957803
6.943,0.295372623,0.351005535,0,0.715872912,0,0.781318732,0.720105419,0.795146472,0,0.213124274,0.090909091,0.409938925,0.316788761,0.083665481,0.330433306,0.256410256,0.04212992,0.197515584,0.781408283,0.107357319
5.783,0.343768692,0.324517331,0,0.722025685,0,0.768968028,0.75712353,0.794162592,0.015151515,0.225900116,0.102272727,0.423798605,0.343888963,0.054407706,0.34053888,0.282051282,0.062032041,0.197515584,0.769056164,0.110028169
6.963,0.319698112,0.382008131,0,0.762498938,0,0,0.784246918,0.781791992,0,0.225900116,0.090909091,0.445128104,0.342258529,0.054151054,0.348256302,0.282051282,0.034408332,0.103363376,0,0.112386528
6.68,0.37285771,0.333921414,0,0.708738746,0,0,0.689106017,0.796738347,0.015151515,0.213124274,0.102272727,0.397716928,0.348739537,0.127923014,0.319602134,0.282051282,0.054310453,0.103363376,0,0.105124111
6.204,0.37285771,0.339344925,0,0.708992095,0,0,0.690630292,0.796498954,0.015151515,0.213124274,0.102272727,0.398287621,0.341107119,0.089610689,0.319797189,0.282051282,0.054310453,0.103363376,0,0.105148451
7.31,0.384611239,0.351684955,0,0.713373516,0,0,0.743336261,0.794406674,0.015151515,0.24738676,0.113636364,0.416660366,0.374350301,0.048760341,0.336920117,0.333333333,0.048688669,0.172170268,0,0.171082352
5.205,0.323757585,0.37498902,0.05,0.707475386,0,0.828448768,0.743488244,0.807189384,0.015151515,0.196747967,0.113636364,0.414876858,0.368332565,0.03081819,0.093941509,0.307692308,0.052913373,0.224421032,0.828543722,0.108639353
7.357,0.250585122,0.33345811,0.05,0.690370783,0,0,0.785152773,0.803760335,0.015151515,0.239721254,0.079545455,0.423010103,0.407329059,0.084995106,0.354888431,0.230769231,0.045191785,0.103363376,0,0.108981519
5.106,0.309467347,0.31219134,0.1,0.728091849,0,0.735952122,0.779631431,0.793571698,0.045454545,0.225900116,0.102272727,0.432948047,0.548816142,0.037237009,0.314205054,0.256410256,0.067193709,0.354964585,0.736036474,0.202499899
6.268,0.323556027,0.385423713,0.05,0.748792217,0,0,0.772881069,0.787692246,0.015151515,0.239721254,0.102272727,0.437200943,0.436778237,0.039911437,0.341268942,0.282051282,0.045191785,0.103363376,0,0.111780527
5.952,0.293953873,0.379134694,0.1,0.686576822,0,0,0.775014165,0.805076487,0.015151515,0.225900116,0.102272727,0.418558965,0.42911897,0.057411181,0.349094881,0.307692308,0.045191785,0.103363376,0,0.108284618
5.215,0.271910291,0.319999171,0,0.740392164,0,0,0.761357326,0.787946666,0,0.225900116,0.068181818,0.430871615,0.362874513,0.045858485,0.317179208,0.230769231,0.045191785,0.095695891,0,0.012930302
5.391,0.284804617,0.280708552,0,0.740392164,0,0,0.761357326,0.788297426,0,0.288966318,0.068181818,0.649840939,0.372161159,0.045858485,0.314754047,0.205128205,0.062115698,0.151823578,0,0.012930302
6.087,0.292352664,0.320551179,0,0.740392164,0,0,0.817557352,0.786521707,0,0.225900116,0.068181818,0.449010788,0.361041976,0.03496261,0.337342253,0.230769231,0.045191785,0.095695891,0,0.012930302
6.564,0.290410807,0.323686893,0,0.726215673,0,0,0.779567615,0.799183114,0,0.213124274,0.068181818,0.432344518,0.320790939,0.063494709,0.093941509,0.205128205,0.045191785,0.106991258,0,0.110595493
6.578,0.329126332,0.298695689,0,0.73099312,0,0,0.829285117,0.798992169,0.015151515,0.239721254,0.079545455,0.449875748,0.360547792,0.047343527,0.093941509,0.230769231,0.065093906,0.106991258,0,0.113605833
6.366,0.290410807,0.341346369,0,0.726505215,0,0,0.781309644,0.798625406,0,0.225900116,0.079545455,0.432996738,0.359686442,0.060125556,0.093941509,0.256410256,0.045191785,0.106991258,0,0.110489198
7.301,0.356851733,0.38152999,0,0.702336811,0,0,0.752314464,0.80669767,0,0.225900116,0.102272727,0.41612905,0.348283343,0.053170068,0.093941509,0.307692308,0.045191785,0.106991258,0,0.10776718
6.678,0.350401869,0.38048353,0,0.708670548,0,0,0.70479974,0.804589083,0,0.225900116,0.102272727,0.40276106,0.359100917,0.0527555,0.093941509,0.307692308,0.045191785,0.106991258,0,0.105709901
6.292,0.258505906,0.298532691,0,0.726505215,0,0,0.690805161,0.799069336,0,0.288966318,0.079545455,0.611055406,0.380670069,0.084836848,0.290361213,0.230769231,0.062115698,0.163546991,0,0.110627132
6.144,0.356851733,0.31223967,0,0.717891332,0,0,0.791030165,0.803027655,0.015151515,0.225900116,0.090909091,0.43345779,0.316189462,0.053170068,0.093941509,0.256410256,0.065093906,0.106991258,0,0.11090091
5.622,0.329126332,0.306279212,0.05,0.937672931,0,0,0.810157641,0.740954295,0,0.225900116,0.079545455,0.733003798,0.353912026,0.049519624,0.093941509,0.205128205,0.072455766,0.146195234,0,0.224588733
7.481,0.273103039,0.282594971,0,0.726215673,0,0,0.729226574,0.799627043,0,0.296631823,0.068181818,0.622804117,0.340984598,0.074390585,0.112819072,0.179487179,0.062115698,0.163546991,0,0.110733313
7.187,0.273103039,0.300107625,0,0.726505215,0,0,0.730000809,0.799069336,0,0.288966318,0.079545455,0.62370623,0.368306683,0.071021432,0.304316564,0.230769231,0.062115698,0.163546991,0,0.110627132
7.886,0.387693355,0.419030527,0,0.682466973,0,0,0.628289837,0.813177644,0,0.225900116,0.125,0.369925143,0.355325781,0.070962958,0.093941509,0.358974359,0.045191785,0.106991258,0,0.100196103
7.658,0.419997697,0.440152078,0,0.672775682,0,0,0.605252395,0.816421487,0,0.225900116,0.136363636,0.359478452,0.35534337,0.070962958,0.093941509,0.384615385,0.045191785,0.106991258,0,0.098387788
8.097,0.430290391,0.396240999,0,0.708792362,0,0,0.792095963,0.806825674,0,0.225900116,0.113636364,0.430974718,0.350255758,0.053717963,0.093941509,0.333333333,0.045191785,0.094357421,0,0.012930302
7.62,0.4205662,0.392573617,0,0.708792362,0,0,0.730332819,0.806863177,0,0.225900116,0.113636364,0.411039988,0.351121726,0.063786695,0.093941509,0.333333333,0.045191785,0.100081158,0,0.012930302
6.444,0.423394952,0.395374134,0,0.700271978,0,0,0.718277494,0.809981647,0,0.213124274,0.113636364,0.404501698,0.323940524,0.141853156,0.093941509,0.307692308,0.045191785,0.094357421,0,0.012930302
7.31,0.432040948,0.394206273,0,0.702515681,0,0,0.776316513,0.809456189,0,0.225900116,0.113636364,0.42393155,0.350453363,0.063586139,0.093941509,0.333333333,0.045191785,0.100081158,0,0.012930302
8.222,0.421228697,0.390268396,0,0.702515681,0,0,0.707700218,0.809505498,0,0.225900116,0.113636364,0.40178489,0.351948674,0.073991515,0.093941509,0.333333333,0.045191785,0.106991258,0,0.106399231
6.428,0.399832258,0.385032987,0.05,0.692375719,0,0,0.708729665,0.813216735,0.015151515,0.213124274,0.113636364,0.398966647,0.400395841,0.137950139,0.093941509,0.307692308,0.045191785,0.106991258,0,0.012930302
6.363,0.40098563,0.400757109,0.05,0.739160874,0,0,0.786467699,0.801958709,0.015151515,0.225900116,0.113636364,0.438593698,0.380395676,0.058989002,0.093941509,0.307692308,0.045191785,0.106991258,0,0.012930302
6.788,0.402878911,0.403947079,0.05,0.69282439,0,0,0.671358654,0.812607283,0.015151515,0.225900116,0.125,0.387044147,0.425683999,0.059883678,0.093941509,0.358974359,0.045191785,0.115563767,0,0.103943038
6.699,0.329542359,0.303124622,0,0.695350034,0,0.789483611,0.752617364,0.799838336,0.015151515,0.24738676,0.102272727,0.414056008,0.408231864,0.137633735,0.633568986,0.282051282,0.04541766,0.150404583,0.789574099,0.107458882
6.149,0.329542359,0.263886759,0,0.705041325,0,0,0.699212628,0.794889803,0.015151515,0.354587689,0.090909091,0.607960042,0.411990442,0.138583082,0.579922241,0.256410256,0.054619986,0,0,0.109032697
8.699,0.329542359,0.274854689,0,0.688698021,0,0,0.663257154,0.799653827,0.015151515,0.331939605,0.102272727,0.584826921,0.396544265,0.107388498,0.554387011,0.282051282,0.075785335,0,0,0.107074676
6.237,0.371353787,0.292993428,0,0.676971559,0,0,0.640219712,0.803589346,0.015151515,0.331939605,0.113636364,0.569249826,0.394404377,0.107388498,0.538183649,0.307692308,0.075785335,0,0,0.105737708
5.745,0.357423231,0.341907049,0,0.696897949,0,0.778746272,0.809992592,0.798667713,0.015151515,0.162833914,0.102272727,0.216527715,0.399833296,0.135982418,0.093941509,0.307692308,0.028493747,0.073088944,0.778835529,0.039989988
8.222,0.357423231,0.328881757,0,0.705889593,0,0,0.774641585,0.793293574,0.015151515,0.249477352,0.102272727,0.42443923,0.368556075,0.092157193,0.093941509,0.333333333,0.037696072,0,0,0.108314805
7.509,0.329542359,0.295081639,0,0.705889593,0,0,0.718549147,0.793644333,0.015151515,0.263995354,0.102272727,0.611452573,0.383156741,0.099835931,0.093941509,0.307692308,0.054619986,0,0,0.10844394
8.523,0.568587714,0.374793646,0,0.663896412,0,0,0.654922879,0.812142918,0.015151515,0.263995354,0.159090909,0.557333052,0.390115885,0.091170601,0.093941509,0.435897436,0.054619986,0,0,0.10357343
6.921,0.580520775,0.46371334,0.05,0.633014666,0,0.822237608,0.748496069,0.831985458,0.015151515,0.162833914,0.170454545,0.19667904,0.466151202,0.064732717,0.093941509,0.461538462,0.028493747,0.200162316,0.82233185,0.012930302
7.237,0.409840073,0.423753991,0,0.725885414,0,0,0.731354083,0.789333401,0,0.226945412,0.102272727,0.416680461,0.353799793,0.095454119,0.093941509,0.307692308,0.023415736,0,0,0.015900938
7.569,0.412524877,0.434916301,0,0.772461189,0,0,0.808312884,0.77827322,0,0.239721254,0.102272727,0.45599095,0.344528914,0.05514195,0.093941509,0.307692308,0.023415736,0,0,0.081776152
6.928,0.406280364,0.437436248,0,0.762530607,0,0,0.736018689,0.781835921,0,0.226945412,0.102272727,0.429571755,0.309133307,0.104964819,0.093941509,0.282051282,0.023415736,0,0,0.077430977
7.987,0.409530418,0.432581988,0,0.759268919,0,0,0.809292451,0.780727659,0,0.253542393,0.102272727,0.452208249,0.402274929,0.051239259,0.093941509,0.307692308,0.023415736,0,0,0.012930302
7.456,0.401315873,0.435058966,0,0.749338338,0,0,0.736998257,0.784290359,0,0.240766551,0.102272727,0.425789054,0.366891756,0.101062127,0.093941509,0.282051282,0.023415736,0,0,0.015569573
