pIC50,MDEC-23,LipoaffinityIndex,C1SP2,maxHsOH,minsssN,maxssO,minHsOH,minsOH,nHBAcc,MLFER_A,nC,SHsOH,ATSc3,VC-5,minHBint5,MLogP,TopoPSA,MDEO-12,minssO,SHBint10
9.337,43.65113973,10.51614122,1,0.514987238,1.922731584,0,0.461278992,9.779279704,4,1.089,32,0.97626623,-0.013983813,0.263449739,0,4.1,109.32,0,0,9.699181901
9.108,43.71130416,10.53557731,1,0.51519367,1.913835417,0,0.461517157,9.778264579,4,1.089,32,0.976710828,-0.018697257,0.263449739,0,4.1,109.32,0,0,9.702518465
8.857,43.65113973,9.28904808,1,0.53111512,1.79344489,0,0.463840721,9.701555072,4,1.632,32,1.512266642,-0.015198642,0.263449739,0.952525698,4.1,129.55,0,0,9.736727638
8.516,43.494837,9.24179882,1,0.517310801,1.752056001,0,0.463840721,9.768815716,4,1.214,32,1.453978983,-0.014800047,0.28004528,0,4.1,129.55,0,0,9.736823944
8.764,43.494837,10.47929149,1,0.514749073,1.938228841,0,0.46100224,9.780451519,4,1.089,32,0.975751313,-0.013438097,0.308656939,0,4.1,109.32,0,0,9.695317642
7.84,41.2878437,9.571532063,3,0.518444588,1.86344489,0,0.465090721,9.765624781,5,1.089,31,0.983535309,-0.000714,0.263449739,0,3.99,122.21,0,0,9.757130589
8.668,43.71130416,8.826326039,1,0.517222923,1.744231927,0,0.463739992,9.773131958,4,1.089,32,0.980962914,-0.02960754,0.263449739,0,3.88,152.46,0,0,9.739410221
8.446,43.494837,8.654028842,1,0.517194588,1.634278223,0,0.463705679,9.774280569,4,1.089,32,0.980900267,-0.006872099,0.290874163,0,3.88,152.46,0,0,9.740014105
7.409,33.31048248,13.26722983,0,0,2.475593281,6.416793161,0,0,2,0.003,28,0,-0.074364884,0.125545536,0,4.1,30.93,0,5.447255154,0
7.886,33.31048248,14.17756282,0,0,2.499162305,6.07660265,0,0,1,0.003,28,0,-0.069265316,0.204927148,0,4.1,47,0,5.526473261,0
7.678,15.95607369,4.960188639,0,0.610260433,0,5.263840231,0.513316563,9.331734575,0,0.979,15,1.123576996,-0.078990629,0.180656285,3.013927722,2.56,62.83,0.69775676,5.263840231,10.86171773
6.475,15.67762788,5.313809877,0,0.641510433,0,5.213493008,0.518316563,9.243771612,0,0.979,15,1.159826996,-0.128815408,0.194742189,2.985406437,2.45,62.83,0.69775676,5.213493008,11.16350501
6.943,15.95607369,5.096261856,0,0.610476483,0,5.256038447,0.514666871,9.328925933,0,0.979,15,1.125143354,-0.08443245,0.123913484,3.016073972,2.56,62.83,0.69775676,5.256038447,10.86430614
5.783,18.57043667,4.365384442,0,0.615723396,0,5.172953567,0.547460081,9.317382723,1,1.089,16,1.163183477,-0.059753189,0.080581003,3.144954369,2.67,86.62,0.69775676,5.172953567,11.17160104
6.963,17.27014032,5.951702883,0,0.650237859,0,0,0.571487859,9.172246683,0,1.089,15,1.221725718,-0.061237971,0.080200887,3.243377724,2.67,53.6,0.365148372,0,11.44294217
6.68,20.14182985,4.62486719,0,0.604392665,0,0,0.487205452,9.347602344,1,0.979,16,1.091598116,-0.055335931,0.189461487,2.877939727,2.67,77.39,0.365148372,0,10.60736429
6.204,20.14182985,4.774515755,0,0.604608714,0,0,0.48855576,9.344793702,1,0.979,16,1.093164474,-0.062286523,0.132718687,2.880427334,2.67,77.39,0.365148372,0,10.61016475
7.31,20.77675721,5.115008778,0,0.608345067,0,0,0.535246362,9.320246377,1,1.274,17,1.14359143,-0.032013053,0.072216925,3.098802848,2.89,70.67,0.6082202,0,18.19619374
5.205,17.48943363,5.758027635,1,0.603315307,0,5.573088677,0.535381,9.470217423,1,0.838,17,1.138696306,-0.037493207,0.045643546,0,2.78,75.72,0.792804743,5.573088677,11.01181066
7.357,13.53664614,4.612083456,1,0.588728978,0,0,0.572290328,9.429986668,1,1.208,14,1.161019306,-0.001980386,0.125882737,3.327959909,2.45,66.49,0.365148372,0,11.05117863
5.106,16.71747284,4.02527878,2,0.620896452,0,4.950851031,0.56739914,9.310450149,3,1.089,16,1.188295592,0.126867237,0.055150194,2.809108618,2.56,92.79,1.253971625,4.950851031,21.81094151
6.268,17.47854545,6.045947521,1,0.638549149,0,0,0.561419202,9.241470445,1,1.208,16,1.199968351,0.024838011,0.059111179,3.154265147,2.67,66.49,0.365148372,0,11.37321869
5.952,15.8794326,5.872417382,2,0.585493594,0,0,0.563308847,9.445428204,1,1.089,16,1.14880244,0.017862969,0.085029326,3.254072452,2.78,66.49,0.365148372,0,10.97099659
5.215,14.68863498,4.24071684,0,0.631385818,0,0,0.551210672,9.244455389,0,1.089,13,1.18259649,-0.042463675,0.067919106,2.847039185,2.45,66.49,0.338061702,0,0
5.391,15.38518846,3.156588037,0,0.631385818,0,0,0.551210672,9.248570615,0,1.632,13,1.783593041,-0.034006633,0.067919106,2.816110142,2.34,86.72,0.536342121,0,0
6.087,15.79293509,4.255948162,0,0.631385818,0,0,0.600996551,9.227737282,0,1.089,13,1.23238237,-0.044132506,0.051781676,3.104186511,2.45,66.49,0.338061702,0,0
6.564,15.68803568,4.342470545,0,0.619296501,0,0,0.567342608,9.376285168,0,0.979,13,1.186639109,-0.080787798,0.094039389,0,2.34,66.49,0.377964473,0,11.23687447
6.578,17.77945416,3.652899206,0,0.623370575,0,0,0.611385818,9.374044942,1,1.208,14,1.234756393,-0.044582543,0.07011854,0,2.45,90.28,0.377964473,0,11.58322939
6.366,15.68803568,4.829740727,0,0.619543415,0,0,0.568885818,9.369741959,0,1.089,14,1.188429233,-0.045366946,0.089049475,0,2.56,66.49,0.377964473,0,11.22464467
7.301,19.27718454,5.938509741,0,0.598933273,0,0,0.543199877,9.464448472,0,1.089,16,1.14213315,-0.055751372,0.078747989,0,2.78,66.49,0.377964473,0,10.91146277
6.678,18.92876189,5.909635235,0,0.604334507,0,0,0.50110804,9.439709819,0,1.089,16,1.105442548,-0.045900164,0.07813399,0,2.78,66.49,0.377964473,0,10.67476236
6.292,13.96452809,3.648401671,0,0.619543415,0,0,0.488710672,9.374950292,0,1.632,14,1.677139905,-0.026257848,0.125648348,2.50501863,2.45,86.72,0.577757036,0,11.24051478
6.144,19.27718454,4.026612344,0,0.612197736,0,0,0.577496929,9.421390621,1,1.089,15,1.189694665,-0.084978212,0.078747989,0,2.56,90.28,0.377964473,0,11.27201429
5.622,17.77945416,3.862148041,1,0.799621362,0,0,0.594441374,8.693125079,0,1.089,14,2.011846892,-0.050625517,0.073341468,0,2.34,99.08,0.516459057,0,24.3523737
7.481,14.75306741,3.208639178,0,0.619296501,0,0,0.522747023,9.381493502,0,1.698,13,1.709386132,-0.062398098,0.110176819,0.240753068,2.23,86.72,0.577757036,0,11.25273139
7.187,14.75306741,3.691858153,0,0.619543415,0,0,0.523432894,9.374950292,0,1.632,14,1.711862127,-0.037516776,0.105186906,2.682996764,2.45,86.72,0.577757036,0,11.24051478
7.886,20.9432536,6.973245596,0,0.581988828,0,0,0.433330263,9.540473708,0,1.089,18,1.015319091,-0.049338056,0.105100303,0,3,66.49,0.377964473,0,10.04037203
7.658,22.68833903,7.556043281,0,0.573724366,0,0,0.412922099,9.578531559,0,1.089,19,0.986646465,-0.049322038,0.105100303,0,3.11,66.49,0.377964473,0,9.832316217
8.097,23.24435194,6.344424155,0,0.604438387,0,0,0.578441088,9.465950254,0,1.089,17,1.182879475,-0.053955159,0.079559454,0,2.89,66.49,0.333333333,0,0
7.62,22.71904966,6.243231694,0,0.604438387,0,0,0.523727012,9.46639026,0,1.089,17,1.128165399,-0.053166551,0.094471837,0,2.89,66.49,0.353553391,0,0
6.444,22.87185929,6.320505138,0,0.597172441,0,0,0.513047569,9.502977194,0,0.979,17,1.11022001,-0.077919575,0.210092845,0,2.78,66.49,0.333333333,0,0
7.31,23.33891727,6.288280843,0,0.599085808,0,0,0.564462556,9.496812347,0,1.089,17,1.163548364,-0.053775206,0.094174801,0,2.89,66.49,0.353553391,0,0
8.222,22.75483782,6.179624753,0,0.599085808,0,0,0.503677485,9.497390859,0,1.089,17,1.102763293,-0.052413476,0.109585773,0,2.89,66.49,0.377964473,0,10.75407329
6.428,21.59899896,6.035166407,1,0.590438731,0,0,0.504589441,9.540932334,1,0.979,17,1.095028172,-0.008294238,0.204312247,0,2.78,66.49,0.377964473,0,0
6.363,21.66130432,6.469035188,1,0.630335808,0,0,0.573455181,9.408849384,1,1.089,17,1.203790989,-0.026507729,0.087366171,0,2.78,66.49,0.377964473,0,0
6.788,21.76357966,6.557054646,1,0.590821345,0,0,0.471483607,9.533782044,1,1.089,18,1.062304953,0.014734854,0.088691239,0,3,66.49,0.40824829,0,10.4714759
6.699,17.80192804,3.775104821,0,0.592975144,0,5.310964716,0.543468207,9.383972452,1,1.274,16,1.136443351,-0.00115823,0.203843634,6.882083884,2.67,66.76,0.531329285,5.310964716,10.87599149
6.149,17.80192804,2.692431698,0,0.601239607,0,0,0.496158588,9.325914601,1,2.197,15,1.66864418,0.002264583,0.205249673,6.197905595,2.56,77.76,0,0,11.05706687
8.699,17.80192804,2.99506496,0,0.587302493,0,0,0.464306737,9.381807734,1,2.002,16,1.605151605,-0.011801741,0.159048665,5.872244655,2.67,103.06,0,0,10.83178671
6.237,20.06058768,3.49555924,0,0.577302493,0,0,0.443898573,9.427980573,1,2.002,17,1.562397762,-0.013750467,0.159048665,5.665596728,2.78,103.06,0,0,10.67796171
5.745,19.30805692,4.845211327,0,0.594295163,0,5.238733159,0.594295163,9.37023831,1,0.546,16,0.594295163,-0.008806529,0.201397937,0,2.78,46.53,0.25819889,5.238733159,3.113353774
8.222,19.30805692,4.485810139,0,0.601962987,0,0,0.562978789,9.307187106,1,1.292,16,1.164941775,-0.037289664,0.136490209,0,2.89,57.53,0,0,10.97446974
7.509,17.80192804,3.553178325,0,0.601962987,0,0,0.513288218,9.311302333,1,1.417,16,1.678229993,-0.023993318,0.14786287,0,2.78,77.76,0,0,10.98932742
8.523,30.71519419,5.752636757,0,0.566152371,0,0,0.456923658,9.528333949,1,1.417,21,1.529690258,-0.017655856,0.135029007,0,3.33,77.76,0,0,10.4289506
6.921,31.35981996,8.206158856,1,0.539817278,0,5.531305351,0.539817278,9.761133303,1,0.546,22,0.539817278,0.051587002,0.095872951,0,3.44,46.53,0.707106781,5.531305351,0
7.237,22.13962266,7.103578087,0,0.619014866,0,0,0.524631719,9.260725025,0,1.098,16,1.143646585,-0.050727723,0.141373149,0,2.78,40.46,0,0,0.341786745
7.569,22.28465618,7.41157481,0,0.658733389,0,0,0.59280716,9.130963266,0,1.208,16,1.251540549,-0.059170407,0.081668463,0,2.78,40.46,0,0,7.92106346
6.928,21.94732666,7.481106594,0,0.650264866,0,0,0.52876395,9.172762062,0,1.098,16,1.179028816,-0.091404019,0.155459054,0,2.67,40.46,0,0,7.421129103
7.987,22.12289503,7.34716513,0,0.647483389,0,0,0.593674929,9.159759563,0,1.327,16,1.241158318,-0.006583014,0.075888347,0,2.78,40.46,0,0,0
7.456,21.67914407,7.415511298,0,0.639014866,0,0,0.529631719,9.201558359,0,1.217,16,1.168646585,-0.038805304,0.149678938,0,2.67,40.46,0,0,0.303661453
8,22.40546524,6.863348035,0,0.573428015,0,0,0.566495735,9.469991359,0,1.208,16,1.13992375,-0.015775849,0.099079598,0,2.89,40.46,0,0,0
7.444,22.13962266,6.94306661,0,0.558027212,0,0,0.509384805,9.526897865,0,1.098,16,1.067412017,-0.048014666,0.172870189,0,2.78,40.46,0,0,0.353955753
6.759,22.40546524,6.822020438,0,0.579705612,0,5.311748919,0.575410466,9.481506,0,1.089,17,1.155116077,-0.014346199,0.068844384,0,3,49.69,0.333333333,5.311748919,0
7.398,22.40546524,7.35804477,0,0.573674929,0,0,0.567483389,9.458926229,0,1.089,17,1.141158318,-0.020214547,0.093500706,0,3.11,40.46,0,0,0
7.398,22.13962266,7.440436294,0,0.559014866,0,0,0.509631719,9.500725025,0,0.979,17,1.068646585,-0.052462119,0.167291296,0,3,40.46,0,0,0.350066478
7.036,22.28322106,7.115403731,0,0.638733389,0,0,0.58780716,9.190129933,0,1.089,16,1.226540549,-0.073563762,0.06964146,0,2.89,40.46,0,0,7.846416249
6.845,22.12704552,7.191750049,0,0.630264866,0,0,0.52376395,9.231928729,0,0.979,16,1.154028816,-0.105809159,0.14343205,0,2.78,40.46,0,0,7.385683103
6.971,22.28322106,6.848925444,0,0.575206405,0,0,0.54344018,9.461131719,0,0.979,16,1.118646585,-0.050777088,0.097813268,0,2.89,40.46,0,0,0.366334142
6.449,22.12704552,6.929150636,0,0.534971656,0,0,0.511163195,9.647823791,0,0.869,16,1.046134851,-0.083022692,0.171603859,0,2.78,40.46,0,0,0.666397094
7.036,21.88589007,7.521137823,0,0.669983389,0,0,0.591939391,9.10216697,0,1.089,16,1.261922781,-0.117011105,0.079953057,0,2.78,40.46,0,0,15.82781584
6.285,21.65412933,7.591855223,0,0.661514866,0,0,0.527896182,9.143965766,0,0.979,16,1.189411047,-0.149255989,0.153743648,0,2.67,40.46,0,0,14.523529
7.658,22.17458729,6.905556319,0,0.613656229,0,0,0.597563817,9.258609871,0,1.089,16,1.211220046,-0.021400801,0.067582559,8.384501727,2.89,40.46,0,0,0
7.678,22.4135464,7.268553167,0,0.644906229,0,0,0.601696049,9.170646908,0,1.089,16,1.246602278,-0.076418379,0.081668463,8.446574816,2.78,40.46,0,0,8.035906962
7.398,21.17542047,6.968941895,0,0.605187705,0,0,0.533520608,9.300408667,0,0.979,16,1.138708313,-0.047014458,0.134280151,7.639026176,2.78,40.46,0,0,0.232241105
6.903,21.31961304,7.326309824,0,0.636437705,0,0,0.537652839,9.212445704,0,0.979,16,1.174090544,-0.102031519,0.148366056,7.701849572,2.67,40.46,0,0,7.423074118
7.523,22.17458729,6.886498509,0,0.594832879,0,0,0.55521128,9.340761982,0,1.089,16,1.150044159,-0.017869098,0.099079598,0.402541866,2.89,40.46,0,0,0
7.367,21.17542047,6.957501522,0,0.586364355,0,0,0.49116807,9.382560778,0,0.979,16,1.077532425,-0.045778307,0.161557388,0.366341628,2.78,40.46,0,0,0.3810919
6.979,24.53321862,6.004361052,0,0.60131055,0,0,0.56978604,9.326511106,1,1.089,17,1.17109659,-0.030997353,0.072667372,0,3,64.25,0,0,0
6.678,24.8650694,6.365723821,0,0.63256055,0,0,0.573918271,9.238548143,1,1.089,17,1.206478821,-0.086118949,0.086753277,0,2.89,64.25,0,0,7.728414834
6.883,23.86899709,5.890158105,0,0.592663473,0,0,0.504392521,9.370631094,1,0.979,17,1.097055994,-0.048698071,0.191413658,0,2.89,64.25,0,0,0
6.963,23.86899709,6.043793621,0,0.592842026,0,0,0.50574283,9.368309902,1,0.979,17,1.098584856,-0.054927735,0.138683729,0,2.89,64.25,0,0,0.281282105
6.524,24.11356247,6.399527472,0,0.624092026,0,0,0.509875061,9.280346939,1,0.979,17,1.133967088,-0.110048819,0.152769633,0,2.78,64.25,0,0,7.159180734
6.506,24.11356247,6.655678893,0,0.636692781,0,0,0.605168271,9.225352551,1,1.089,17,1.241861052,-0.127543001,0.104749352,0,2.78,64.25,0,0,17.06717962
6.636,24.8650694,6.274099445,1,0.63197413,0,0,0.572075867,9.234720982,1,1.089,17,1.204049998,-0.081960851,0.089976204,0,2.89,57.53,0,0,7.701011604
