pIC50,MDEC-23,LipoaffinityIndex,C1SP2,maxHsOH,minsssN,maxssO,minHsOH,minsOH,nHBAcc,MLFER_A,nC,SHsOH,ATSc3,VC-5,minHBint5,MLogP,TopoPSA,MDEO-12,minssO,SHBint10
8.397940009,0.569991246,0.545986205,0,0.563706204,0.907603726,0.965232174,0.655363565,0.850494695,0.015151515,0.225900116,0.227272727,0.341764255,0.255581192,0.117520785,0.035000619,0.538461538,0.062734764,0.149392509,0.894643939,0.036849112
6.958607315,0.401691143,0.572471177,0,0.665732383,0.777342584,0,0.779991411,0.807981855,0.106060606,0.186643438,0.204545455,0.206844506,0.932033346,0.036449236,0.093941509,0.41025641,0.064391182,0,0,0.012930302
6.619788758,0.401691143,0.574279715,0,0.670202191,0.747302746,0,0.784294222,0.806563911,0.106060606,0.186643438,0.204545455,0.208233285,0.923866319,0.036449236,0.093941509,0.41025641,0.064391182,0,0,0.012930302
6.247951552,0.461258591,0.577408477,0,0.663524623,0.79449166,0,0.777866136,0.808751686,0.106060606,0.186643438,0.215909091,0.20615855,0.938634462,0.06297331,0.093941509,0.461538462,0.064391182,0,0,0.012930302
6.823908741,0.496238709,0.645012809,0.1,0.645391834,0.784932571,0,0.76041081,0.815928123,0.121212121,0.185365854,0.261363636,0.200524653,0.8906564,0.036449236,0.093941509,0.487179487,0.09144602,0,0,0.012930302
7.522878745,0.421513667,0.579481993,0,0.657094134,0.772196813,0,0.751415313,0.788991769,0.121212121,0.215098722,0.227272727,0.401781841,0.861492489,0.036449236,0.093941509,0.435897436,0.073961601,0,0,0.065083306
7.096910013,0.401691143,0.537302739,0,0.667393003,0.831220462,0,0.781589989,0.80676464,0.090909091,0.186643438,0.193181818,0.207360464,0.839759091,0.015097768,0.093941509,0.384615385,0.082846028,0,0,0.012930302
5.641874715,0.463722518,0.470970034,0,0,0,0.958085623,0.139131623,0,0.045454545,0.141114983,0.159090909,0,0.418728203,0.165049666,0.265515898,0.358974359,0.050646254,0.142655011,0.831950671,0.012930302
8.045757491,0.550951816,0.538392177,0,0.652900592,0,0,0.767639032,0.814704009,0,0.225900116,0.170454545,0.405715281,0.404263413,0.062945877,0.093941509,0.435897436,0.023415736,0,0,0.105440307
6.823908741,0.476691116,0.471777137,0,0.668110609,0,0,0.782280784,0.808246881,0,0.225900116,0.147727273,0.415166852,0.389323854,0.032485224,0.093941509,0.461538462,0.023415736,0,0,0.106845135
6.301029996,0.545126316,0.653645092,0,0,0.776304597,0.87273202,0.139131623,0,0.015151515,0.099767712,0.215909091,0,0.352623383,0.062945877,0.093941509,0.615384615,0,0,0.87283205,0.012930302
7.823908741,0.550951816,0.499455005,0,0.635310899,0,0,0.750706512,0.819028871,0,0.225900116,0.170454545,0.394784969,0.388926215,0.062945877,0.093941509,0.512820513,0.023415736,0,0,0.103425869
6.301029996,0.606919308,0.544184427,0,0.613893147,0,0,0.730088954,0.826208233,0,0.225900116,0.193181818,0.381475884,0.388945582,0.062945877,0.093941509,0.564102564,0.023415736,0,0,0.101141575
7.522878745,0.505034835,0.480613197,0,0.649788012,0,0,0.764642742,0.814153865,0,0.225900116,0.159090909,0.403781111,0.389009375,0.077365831,0.093941509,0.487179487,0.023415736,0,0,0.104937111
7.301029996,0.583526695,0.521162085,0,0.623584437,0,0,0.739418166,0.822964391,0,0.225900116,0.181818182,0.387498095,0.38894586,0.062945877,0.093941509,0.538461538,0.023415736,0,0,0.102182331
8.15490196,0.516155064,0.539589008,0,0.635310899,0,0,0.750706512,0.818744756,0,0.162833914,0.170454545,0.197392485,0.399061229,0.062945877,0.093941509,0.538461538,0.006491822,0,0,0.012930302
9.48148606,0.391872396,0.431986989,0,0.668999825,0,0,0.783136778,0.802114714,0,0.225900116,0.125,0.415719415,0.386604593,0.060885884,0.093941509,0.41025641,0.023415736,0,0,0.012930302
7.187086643,0.713124952,0.650921965,0,0.613814811,0.906046097,0.89984915,0.721384577,0.83228675,0.015151515,0.225900116,0.272727273,0.378642112,0.315115104,0.072752734,0.093941509,0.666666667,0.044840423,0.136376079,0.899952288,0.012930302
7.853871964,0.594418988,0.648297159,0,0.607790184,0.909075614,0.892772202,0.660559148,0.831956216,0.03030303,0.225900116,0.25,0.357138175,0.327684723,0.097152837,0.176537855,0.615384615,0.037972142,0.049276556,0.892874528,0.097512298
7.638272164,0.599006094,0.672403483,0,0.604541857,0.920502526,0.898839616,0.65707509,0.833018696,0.03030303,0.225900116,0.261363636,0.355004395,0.327209656,0.097152837,0.176092407,0.641025641,0.037972142,0.049276556,0.898942638,0.09711979
7.602059991,0.446604405,0.616556437,0,0.615415995,0.949055489,0,0.668760398,0.824857794,0.03030303,0.225900116,0.204545455,0.362154575,0.398034067,0.097152837,0.181714775,0.538461538,0.030250554,0,0,0.0979102
4.698970004,0.351575229,0.106673509,0,0.647069155,0,0.821432154,0.596411335,0.794778812,0.106060606,0.275609756,0.159090909,1,0.14209671,0.138796354,0.287174367,0.282051282,0.135115238,1,0.784509502,0.201293652
5.886056648,0.339787479,0.272620332,0.05,0.730685669,0,0.785984623,0.760253316,0.788414856,0.015151515,0.263995354,0.090909091,0.652946962,0.401946486,0.055645489,0.093941509,0.256410256,0.062341574,0.246114841,0.78607471,0.012930302
5.200659451,0.35706235,0.306249988,0.05,0.730685669,0,0.797752878,0.837628504,0.788064096,0.015151515,0.249477352,0.090909091,0.452473142,0.380609632,0.047620929,0.093941509,0.282051282,0.04541766,0.176175656,0.797844313,0.012930302
5.568636236,0.270839175,0.247399186,0,0.688118706,0,0,0.712754724,0.806093529,0.03030303,0.191869919,0.090909091,0.594161923,0.444184269,0.083276617,0.58709327,0.256410256,0.068900322,0,0,0.012930302
5.958607315,0.339399236,0.2630524,0,0.702595819,0,0,0.815477583,0.799571597,0.03030303,0.225900116,0.079545455,0.436596112,0.409585139,0.067919141,0.665785125,0.256410256,0.051976409,0,0,0.012930302
7.605548319,0.577271109,0.577973349,0,0.535227255,0.633238928,0.887861766,0.654362118,0.854873026,0.060606061,0.162833914,0.238636364,0.166296278,0.446413188,0.148938143,0.093941509,0.538461538,0.055205588,0.098542879,0.88796353,0.036624453
6.795880017,0.55933001,0.448670338,0.05,0.641984593,0.663352359,0,0.694982078,0.816375423,0.03030303,0.225900116,0.170454545,0.37887283,0.469335761,0.091515925,0.163984898,0.461538462,0.040406575,0,0,0.100966611
7.301029996,0.43856448,0.476639065,0.05,0.587970508,0.927894611,0,0.705134817,0.834915221,0.015151515,0.162833914,0.136363636,0.182683722,0.376854652,0.10232474,0.093941509,0.41025641,0.032827205,0,0,0.012930302
8.229147988,0.649297332,0.588176567,0.05,0.552092583,0.665951946,0.79035186,0.670597336,0.850473495,0.060606061,0.162833914,0.238636364,0.171536372,0.368847705,0.103827274,0.093941509,0.58974359,0.033914753,0.061406995,0.790442447,0.012930302
8.251811973,0.7187477,0.624822706,0,0.517478407,0.6423466,0.893362377,0.637276389,0.862747566,0.060606061,0.162833914,0.272727273,0.160781672,0.448235959,0.177491026,0.093941509,0.615384615,0.055205588,0.098542879,0.893464771,0.035980649
8.096910013,0.607756847,0.597370432,0.05,0.560207781,0.568188366,0,0.678409341,0.846828512,0.045454545,0.162833914,0.215909091,0.174057782,0.491886222,0.121620164,0.093941509,0.564102564,0.026193165,0,0,0.012930302
9.301029996,0.6683901,0.656160467,0,0.536846617,0.906608302,0.896698595,0.655920979,0.852807555,0.015151515,0.162833914,0.238636364,0.166799417,0.317575304,0.104385618,0.093941509,0.641025641,0.016923913,0.028307226,0.896801371,0.036932681
6.920818754,0.487439079,0.42287874,0,0.635935037,0.582940757,0,0.685099842,0.816935858,0.045454545,0.225900116,0.159090909,0.37380362,0.508454492,0.155579749,0.154399914,0.384615385,0.061697411,0,0,0.099877665
8.036212173,0.666497212,0.614335792,0,0.534774845,0.902818152,0.898826209,0.653926611,0.858639107,0.03030303,0.162833914,0.25,0.166155713,0.430611181,0.081249257,0.093941509,0.58974359,0.035077592,0.077415382,0.815521565,0.036896783
7.274905479,0.502802843,0.580358497,0,0.558061255,0.947521951,0,0.676343011,0.840858718,0.015151515,0.162833914,0.170454545,0.173390851,0.38571761,0.083100623,0.093941509,0.512820513,0.009202326,0,0,0.012930302
7.274905479,0.502802843,0.555314958,0,0.578166514,0.911389071,0,0.695697113,0.838157957,0.015151515,0.162833914,0.170454545,0.179637599,0.376088288,0.083100623,0.093941509,0.512820513,0.009202326,0,0,0.012930302
6.250263684,0.622907255,0.586227027,0.05,0.549913508,0.710264778,0.889503075,0.668499674,0.851922567,0.045454545,0.162833914,0.238636364,0.170859328,0.410885503,0.088343127,0.093941509,0.58974359,0.033914753,0.063296882,0.889605027,0.037319607
7.696803943,0.525620531,0.51100478,0,0.635433699,0.881733342,0,0.684813207,0.817403147,0.015151515,0.225900116,0.170454545,0.373555339,0.39588809,0.065834101,0.185340514,0.487179487,0.026126239,0,0,0.099876918
7.525783736,0.495937439,0.55398748,0,0.561156411,0.953101532,0,0.679322528,0.839914287,0.015151515,0.162833914,0.159090909,0.174352523,0.386356017,0.100999653,0.093941509,0.487179487,0.009202326,0,0,0.012930302
7.552841969,0.646734174,0.490214796,0,0.614932236,0.595434181,0,0.656760417,0.825509841,0.045454545,0.225900116,0.204545455,0.358131144,0.508342382,0.184132633,0.152490187,0.487179487,0.061697411,0,0,0.097290515
6.782516056,0.405965844,0.475841775,0.05,0.629636496,0.32332201,0,0.745244112,0.821062083,0.03030303,0.162833914,0.113636364,0.195629435,0.195451907,0.091278193,0.093941509,0.256410256,0.023482662,0,0,0.012930302
6.911155437,0.409005827,0.438032108,0.05,0.685545965,0.26891229,0,0.756310687,0.800116086,0.03030303,0.225900116,0.113636364,0.412201923,0.183343905,0.094450991,0.125468806,0.256410256,0.040406575,0,0,0.301438133
8.283996656,0.545889287,0.556856229,0,0.54216599,0.629853176,0.886198272,0.661041613,0.852658339,0.060606061,0.162833914,0.227272727,0.168452158,0.448348278,0.148938143,0.093941509,0.512820513,0.055205588,0.098542879,0.886299845,0.036886658
7.27083521,0.405965844,0.434198905,0.05,0.6864561,0.286493324,0,0.755005232,0.800985638,0.03030303,0.225900116,0.113636364,0.412063354,0.18783993,0.091278193,0.093941509,0.256410256,0.040406575,0,0,0.106296582
6.950781977,0.705620003,0.628683783,0,0.521163189,0.63811441,0.892276763,0.640823503,0.861232322,0.060606061,0.162833914,0.272727273,0.161926542,0.448346221,0.167693496,0.093941509,0.615384615,0.055205588,0.098542879,0.892379032,0.036116572
6.628932138,0.373239255,0.473444049,0.05,0.639776458,0.312957464,0,0.755005232,0.817301537,0.03030303,0.162833914,0.113636364,0.198779943,0.198296014,0.091278193,0.093941509,0.282051282,0.023482662,0,0,0.012930302
7.53165267,0.618628871,0.619860827,0,0.524032606,0.639826892,0.890809428,0.643585715,0.858597395,0.060606061,0.162833914,0.261363636,0.162818076,0.446332876,0.148938143,0.093941509,0.58974359,0.055205588,0.098542879,0.89091153,0.036205892
7.512861625,0.495937439,0.533103234,0,0.58647077,0.896999627,0,0.703691111,0.83652422,0.015151515,0.162833914,0.159090909,0.18221775,0.394038503,0.086034384,0.093941509,0.487179487,0.009202326,0,0,0.012930302
6.41453927,0.318028638,0.408084306,0.1,0.641276196,0.343852448,0,0.756448938,0.815692538,0.03030303,0.162833914,0.090909091,0.199245915,0.183999892,0.107568549,0.093941509,0.205128205,0.047107542,0,0,0.012930302
7.93930216,0.577189837,0.633913639,0,0.548812394,0.899866872,0.894676124,0.6674397,0.851647902,0.03030303,0.162833914,0.227272727,0.17051721,0.321223754,0.086034384,0.093941509,0.58974359,0.019634417,0.028307226,0.894778668,0.037412327
7.369572125,0.346434004,0.495220982,0,0.601837099,0.910542634,0,0.718483335,0.825276443,0.015151515,0.162833914,0.125,0.186992102,0.386364474,0.126162599,0.093941509,0.41025641,0.009202326,0,0,0.012930302
8.327902142,0.585173445,0.655084725,0,0.54171358,0.905520664,0.896313408,0.660606106,0.85319681,0.03030303,0.162833914,0.238636364,0.168311593,0.339312383,0.07187158,0.093941509,0.615384615,0.019634417,0.028307226,0.89641614,0.037139879
7.542118103,0.438324302,0.565569566,0.05,0.602118083,0.315824709,0.860506191,0.718753821,0.832425219,0.045454545,0.162833914,0.181818182,0.187079404,0.125505877,0.091278193,0.093941509,0.384615385,0.033914753,0.063296882,0.860604819,0.038764397
7.353596274,0.464122207,0.509413379,0,0.577587751,0.647205153,0.881260772,0.695139973,0.841824887,0.060606061,0.162833914,0.193181818,0.179457776,0.633596278,0.075761654,0.093941509,0.461538462,0.041636341,0.189301831,0.788789302,0.038309623
7.869666232,0.571619516,0.557050639,0,0.609783082,0.897993719,0.942984182,0.717053141,0.830333509,0.015151515,0.225900116,0.227272727,0.375991427,0.195589239,0.127031485,0.34859365,0.512820513,0.062734764,0.140360192,0.890015108,0.100975444
8.522878745,0.572028456,0.549642965,0,0.605711394,0.908466204,0.966644568,0.681777058,0.831282516,0.015151515,0.225900116,0.227272727,0.363340603,0.252337793,0.117520785,0.339049251,0.538461538,0.062734764,0.140360192,0.895048546,0.098472466
4.48148606,0.297630815,0.276971007,0,0.732087908,0,0.812989671,0.776401922,0.788297078,0.015151515,0.288966318,0.079545455,0.659266049,0.234609536,0.036434902,0.093941509,0.230769231,0.058401305,0.176175656,0.813082853,0.012930302
7.552841969,0.525033564,0.711588485,0,0.512679864,0.913442133,0.907596162,0.632657126,0.862732736,0.03030303,0.162833914,0.261363636,0.159290754,0.310080295,0.227338277,0.093941509,0.666666667,0.019634417,0.028307226,0.907700188,0.036130756
8.619788758,0.564546901,0.550183821,0,0.59369539,0.910408142,0.982551211,0.609482864,0.835600363,0.015151515,0.213124274,0.227272727,0.336273462,0.208411165,0.197064976,0.309890684,0.512820513,0.062734764,0.140360192,0.898191051,0.093781588
8.853871964,0.54186408,0.492945079,0,0.575440681,0.764132499,0.958115245,0.668088588,0.846323573,0.015151515,0.225900116,0.193181818,0.349517323,0.272877334,0.117520785,0.033822672,0.461538462,0.062734764,0.149392509,0.866110341,0.03665704
6.070581074,0.34020636,0.351846241,0,0.699288199,0,0.877921533,0.79903279,0.798438396,0.015151515,0.225900116,0.102272727,0.430260691,0.270096673,0.037382037,0.093941509,0.307692308,0.041477392,0.106991258,0.878022157,0.012930302
8.397940009,0.6683901,0.656160467,0,0.536846617,0.906608302,0.896698595,0.655920979,0.852807555,0.015151515,0.162833914,0.238636364,0.166799417,0.317575304,0.104385618,0.093941509,0.641025641,0.016923913,0.028307226,0.896801371,0.036932681
5.251811973,0.355483191,0.310123942,0,0.697361899,0,0.875055487,0.784163727,0.807779374,0.015151515,0.225900116,0.090909091,0.424863033,0.257808234,0.055328732,0.093941509,0.282051282,0.041477392,0.115563767,0.875155783,0.109236236
7.148741651,0.566292731,0.759919433,0,0.498802395,0.91767898,0.910923151,0.619298137,0.86716211,0.03030303,0.162833914,0.284090909,0.154978994,0.309915117,0.292308726,0.093941509,0.717948718,0.019634417,0.028307226,0.911027558,0.035585499
7.457174573,0.571619516,0.569982102,0,0.596020103,0.908225599,0.971393162,0.621970787,0.834334992,0.015151515,0.225900116,0.238636364,0.34102637,0.252440511,0.142683732,0.040826836,0.564102564,0.062734764,0.151991614,0.896602127,0.035350876
5.065501549,0.262195579,0.362500239,0,0.695442716,0,0.883599199,0.79363339,0.799035503,0.015151515,0.225900116,0.102272727,0.427323175,0.264316092,0.091416812,0.093941509,0.307692308,0.041477392,0.106991258,0.883700474,0.012930302
7.769551079,0.579619249,0.611892523,0,0.606813822,0.769563349,0.870156211,0.723274122,0.830493092,0.015151515,0.162833914,0.215909091,0.188538381,0.342235541,0.062945877,0.093941509,0.58974359,0.016923913,0.028307226,0.870255945,0.039257841
8.795880017,0.573913818,0.550712498,0,0.605711394,0.907603726,0.963217322,0.692522953,0.831233207,0.015151515,0.225900116,0.227272727,0.366808958,0.246020484,0.117520785,0.034343505,0.538461538,0.062734764,0.151991614,0.894643939,0.038570835
